scale,candidate_rank,duties_json,duty_set_sha256,candidate_seed,nested_chain_id,selected_family,selected_role,trip_count,peak_concurrency_lb,service_kwh_total,service_kwh_per_duty,duty_trip_count_max,duty_trip_count_cv,scheduled_intertrip_gap_median_min,service_span_min
15,136,"[""13302"",""13303"",""13304"",""13311"",""13313"",""13316m"",""13317"",""13322"",""13324t"",""13405"",""13407"",""13408"",""13410"",""13413"",""13414""]",b1507f4894503316241d4429f233e955c37099e46cbbdafdb1970b11023c5ad6,2026090415,,,,379,15,8125.11093555,541.67406237,54,0.545057684,4.0,1268
15,137,"[""13303"",""13305"",""13306"",""13310"",""13314"",""13315"",""13316m"",""13318"",""13319"",""13320"",""13406"",""13407"",""13409"",""13410"",""13412""]",f724db2961b38430695825d84cdf78d6f7676688b210de11136575bd8b6e5f56,2026090415,,,,362,15,7663.87094817,510.924729878,54,0.427918297,4.0,1268
15,138,"[""13303"",""13305"",""13306"",""13308"",""13310"",""13311"",""13314"",""13319"",""13322"",""13325"",""13326"",""13403"",""13404"",""13405"",""13406""]",8ce06b9822d9b2df095c9830ce78e333fc27eaed9897108b15f1951c2ebb71ab,2026090415,,,,373,15,7424.68194762,494.978796508,54,0.451374541,3.0,1259
15,139,"[""13302"",""13303"",""13304"",""13306"",""13313"",""13314"",""13315"",""13317"",""13318"",""13320"",""13325"",""13401"",""13407"",""13410"",""13412""]",dc0787b607db887ebdf7e801c8c695c878fd2185b006b4db177eca7a2feacae0,2026090415,,,,442,15,8412.91193272,560.860795515,54,0.447460753,3.0,1286
15,140,"[""13308"",""13312"",""13313"",""13316m"",""13317"",""13319"",""13322"",""13326"",""13401"",""13403"",""13405"",""13407"",""13410"",""13412"",""13414""]",7e41d119a9a5901c435ead4992ef2fe68e63fe4f486205b282276491bf89a3e7,2026090415,,,,346,15,8182.35693968,545.490462645,46,0.447874312,6.0,1286
15,141,"[""13305"",""13306"",""13307"",""13309"",""13310"",""13312"",""13314"",""13316m"",""13318"",""13323"",""13324muw"",""13402"",""13403"",""13408"",""13411""]",1c332acc1e76d71419db11772f9ea84a12d5e94d03ec7fc96d420cceedd69cfb,2026090415,,,,320,15,6685.4499492,445.69666328,46,0.453394317,4.0,1256
15,142,"[""13302"",""13305"",""13310"",""13313"",""13315"",""13318"",""13319"",""13320"",""13322"",""13324muw"",""13325"",""13326"",""13405"",""13409"",""13412""]",185cf9f1c451a006aef534987e5e618b8f1c3aa6ccfe4e9941932c11720e4efd,2026090415,,,,399,15,7577.40193348,505.160128899,50,0.390639916,3.0,1257
15,143,"[""13307"",""13308"",""13311"",""13316uwt"",""13318"",""13320"",""13321"",""13322"",""13323"",""13401"",""13404"",""13405"",""13406"",""13410"",""13413""]",878f304404f140f9444a422a6dde3c264ade24b9c37fcb0efd7629a09f2dcb61,2026090415,,,,272,15,6783.84695314,452.256463543,33,0.378801379,7.0,1286
15,144,"[""13303"",""13311"",""13314"",""13316m"",""13321"",""13323"",""13325"",""13401"",""13404"",""13405"",""13408"",""13409"",""13410"",""13413"",""13414""]",5246a32578d1bf67ae0baaa0830af9575d5fb9ac5a37c7247db6ddef89264b4e,2026090415,,,,291,15,7590.25095282,506.016730188,54,0.619929748,7.0,1286
15,145,"[""13302"",""13304"",""13305"",""13306"",""13310"",""13315"",""13323"",""13326"",""13402"",""13403"",""13404"",""13408"",""13409"",""13410"",""13413""]",6186aeb98bd4b05d9c274b33a048b5e6cbfeab81c815385848ac1dcb23880fd4,2026090415,,,,337,14,8033.64094765,535.576063177,50,0.484016194,6.0,1283
15,146,"[""13305"",""13307"",""13308"",""13309"",""13312"",""13313"",""13316uwt"",""13317"",""13321"",""13325"",""13326"",""13402"",""13406"",""13407"",""13411""]",061d3d4d9cf4378dadd6e68efa35b430faca878a8fbb0d3fd8fe652d103f95bf,2026090415,,,,386,15,7956.38793879,530.425862586,46,0.400206664,3.0,1272
15,147,"[""13301"",""13304"",""13306"",""13308"",""13312"",""13315"",""13316m"",""13320"",""13322"",""13402"",""13403"",""13405"",""13410"",""13411"",""13412""]",e16f00344233fa1bda8f88acf7e6261277156691c5a770375631c5efdd634718,2026090415,,,,364,15,8019.80394884,534.653596589,46,0.416315313,5.0,1283
15,148,"[""13301"",""13302"",""13304"",""13305"",""13307"",""13311"",""13312"",""13313"",""13315"",""13316m"",""13321"",""13402"",""13405"",""13413"",""13414""]",c77c2cf87b95ef562c3b86b07ca2bb4deb90f7abff7d717405f6f44db58b7bbc,2026090415,,,,398,15,7854.25293834,523.616862556,50,0.457645229,3.0,1275
15,149,"[""13302"",""13303"",""13304"",""13309"",""13313"",""13314"",""13315"",""13316uwt"",""13318"",""13319"",""13320"",""13323"",""13326"",""13409"",""13410""]",87a60e89c9d61e7908a2efaea142fb2c568119e2945549c74457f1ba9d1da429,2026090415,,,,405,15,7274.62094316,484.974729544,54,0.473726725,3.0,1268
15,150,"[""13303"",""13306"",""13309"",""13311"",""13313"",""13314"",""13315"",""13316m"",""13321"",""13401"",""13404"",""13405"",""13409"",""13410"",""13413""]",901e0b7d0c8005c5c575af042e2f5b88af88683fe52dd64ac350285bada2f5e9,2026090415,,,,338,15,7742.71994652,516.181329768,54,0.488801809,5.0,1286
15,151,"[""13302"",""13307"",""13308"",""13309"",""13312"",""13314"",""13316uwt"",""13318"",""13319"",""13320"",""13321"",""13324muw"",""13404"",""13405"",""13406""]",83dab258fbec147f27363aa66b43874fef72f23856e386086f16d1d1b0f0af17,2026090415,,,,360,15,7129.88094293,475.325396195,50,0.461980439,3.0,1257
15,152,"[""13301"",""13302"",""13303"",""13310"",""13312"",""13314"",""13316uwt"",""13317"",""13319"",""13320"",""13322"",""13323"",""13324muw"",""13326"",""13412""]",aa8d51ecf41f6ced444746ba5996423c6253eb83eef112d51fcfe5410ac32122,2026090415,,,,414,14,7009.66594832,467.311063221,54,0.488221557,3.0,1260
15,153,"[""13304"",""13308"",""13311"",""13312"",""13313"",""13314"",""13317"",""13321"",""13323"",""13324muw"",""13325"",""13402"",""13407"",""13409"",""13414""]",2e6c09a0b2b37cf834038a8dcbae328dfbe3018319c874e85a357eca84867159,2026090415,,,,370,15,7770.75693918,518.050462612,46,0.482112469,4.0,1272
15,154,"[""13306"",""13308"",""13309"",""13310"",""13311"",""13312"",""13316uwt"",""13318"",""13319"",""13325"",""13401"",""13405"",""13407"",""13413"",""13414""]",af0b0009ffaa82d53d9a66ffdc951af36af7a204f7a2af7b71eaa7faab5ac11a,2026090415,,,,359,14,7705.52793847,513.701862565,46,0.436215612,4.0,1277
15,155,"[""13301"",""13302"",""13306"",""13307"",""13310"",""13312"",""13313"",""13316uwt"",""13320"",""13324muw"",""13326"",""13404"",""13405"",""13406"",""13410""]",c9a9d852cbc066a58cae3c6f269d585b3e2b953acbbe791598633d31eecaea9f,2026090415,,,,372,15,7648.57693345,509.905128897,50,0.472812707,4.0,1268
15,156,"[""13304"",""13305"",""13308"",""13315"",""13316uwt"",""13318"",""13319"",""13321"",""13322"",""13323"",""13324muw"",""13325"",""13401"",""13409"",""13414""]",f990dccb20c37399b80d6559f736ef071d79ed74ef8a15092a80b43c8750d333,2026090415,,,,366,14,6953.36795405,463.557863603,42,0.392188347,3.0,1277
15,157,"[""13304"",""13307"",""13309"",""13310"",""13314"",""13316uwt"",""13317"",""13319"",""13321"",""13324muw"",""13401"",""13402"",""13404"",""13405"",""13406""]",b18ed6c255de8047400e4ee01295c69afe471c5282d21d9fd13e6836da46cad9,2026090415,,,,311,14,7064.74895425,470.983263617,37,0.365401228,6.0,1277
15,158,"[""13302"",""13306"",""13315"",""13317"",""13320"",""13321"",""13324muw"",""13401"",""13402"",""13409"",""13410"",""13411"",""13412"",""13413"",""13414""]",6ee6ec7aa60c263b1e033f82bffd32ed454aa904837fcb456a7301de229db74b,2026090415,,,,320,15,8163.50894588,544.233929725,50,0.494501011,7.0,1286
15,159,"[""13301"",""13305"",""13307"",""13308"",""13310"",""13311"",""13312"",""13317"",""13321"",""13326"",""13405"",""13406"",""13407"",""13409"",""13412""]",5082a6601611b8e23bfee297c186b9bf146288b1ba79b8853958497cf3383b60,2026090415,,,,352,14,7742.63694709,516.175796473,46,0.422102116,6.0,1241
15,160,"[""13302"",""13307"",""13308"",""13311"",""13313"",""13314"",""13318"",""13320"",""13322"",""13324t"",""13326"",""13401"",""13402"",""13411"",""13412""]",9d1dbe46cf2ac24c76b106f9890170e6f7cdaa5abc3d660eb74f181dafccf23e,2026090415,,,,335,15,7055.36893782,470.357929188,50,0.47179291,4.0,1278
15,161,"[""13302"",""13306"",""13310"",""13311"",""13315"",""13316m"",""13319"",""13324muw"",""13325"",""13402"",""13403"",""13404"",""13405"",""13408"",""13410""]",c2d9ac00ca6cf7abfc71c789fa61d5e06174cf6f2cb69c2e8f6dba8e6ded9a96,2026090415,,,,345,14,7815.30694053,521.020462702,50,0.476015811,4.0,1283
15,162,"[""13304"",""13309"",""13313"",""13314"",""13316uwt"",""13320"",""13323"",""13325"",""13402"",""13404"",""13406"",""13409"",""13410"",""13411"",""13412""]",9206a989d8b6120256a4b7fe47a80f31cd489648014a77df0b7a7409ebed1d3d,2026090415,,,,308,15,7911.4819422,527.43212948,42,0.468433475,7.0,1283
15,163,"[""13301"",""13302"",""13303"",""13305"",""13309"",""13313"",""13314"",""13316m"",""13319"",""13322"",""13324muw"",""13405"",""13406"",""13410"",""13413""]",6e40246466eb6a085dc80c19b5be646d705b29ac60e6675f2ba7bbf6a2be00b7,2026090415,,,,395,15,7795.34993985,519.68999599,54,0.476057084,3.0,1268
15,164,"[""13301"",""13308"",""13309"",""13311"",""13316m"",""13317"",""13320"",""13323"",""13324muw"",""13401"",""13403"",""13406"",""13408"",""13411"",""13412""]",83ab2e2b8f0b178f41f8c306dea7b93027a6474eae4d61d1dc420570171d4c8a,2026090415,,,,284,15,6833.4349546,455.562330307,37,0.461442285,7.0,1226
15,165,"[""13303"",""13305"",""13307"",""13313"",""13316uwt"",""13318"",""13319"",""13321"",""13403"",""13404"",""13406"",""13409"",""13411"",""13412"",""13413""]",f76ec4f211a5479d1133c868b030299ffb807ba003d343a4dbf9d58eed847d4c,2026090415,,,,345,15,8304.19993969,553.613329313,54,0.480757646,7.0,1259
15,166,"[""13302"",""13304"",""13307"",""13308"",""13312"",""13314"",""13315"",""13316uwt"",""13317"",""13319"",""13322"",""13405"",""13406"",""13412"",""13413""]",f999c61b8dbedaabd7da71cb3e8ba5a302e88f980baa9c468319730798ecda9f,2026090415,,,,394,15,7712.76694761,514.184463174,50,0.447118517,3.0,1257
15,167,"[""13301"",""13302"",""13303"",""13305"",""13309"",""13310"",""13312"",""13315"",""13319"",""13324muw"",""13402"",""13406"",""13410"",""13412"",""13414""]",d6b5d5c44993791cbb44121ae6aac4d48a86451ea35ac5f362900cadde9e7936,2026090415,,,,410,14,8322.08594005,554.805729337,54,0.485298439,3.0,1283
15,168,"[""13304"",""13305"",""13307"",""13311"",""13313"",""13314"",""13316uwt"",""13320"",""13321"",""13325"",""13326"",""13403"",""13406"",""13407"",""13412""]",b91b8e418d183a57d0b6013f3c48bcd9ba188da400f6b4df31fa0b2e34c6ab5a,2026090415,,,,331,15,7012.64194459,467.509462973,42,0.422356063,4.0,1255
15,169,"[""13306"",""13307"",""13308"",""13312"",""13316m"",""13317"",""13318"",""13319"",""13324muw"",""13326"",""13403"",""13406"",""13407"",""13409"",""13412""]",bb5862d508022f61452adc14d5b30575eb66b3c3f7d828ce015587adeac0a080,2026090415,,,,357,15,7817.80894364,521.187262909,46,0.398074598,4.0,1257
15,170,"[""13309"",""13312"",""13313"",""13315"",""13316m"",""13317"",""13320"",""13322"",""13323"",""13324t"",""13325"",""13326"",""13405"",""13408"",""13410""]",78b463805c29680c0c20cccec6b5cedc601078143bcf8321d6740219274f73ec,2026090415,,,,366,15,6931.07094482,462.071396321,46,0.465796914,3.0,1246
15,171,"[""13301"",""13303"",""13305"",""13309"",""13310"",""13314"",""13316uwt"",""13323"",""13326"",""13404"",""13406"",""13408"",""13409"",""13411"",""13412""]",7defacace03950459c86941b1b0b563a36010f5fd2ccdd4db268099205b9154b,2026090415,,,,320,14,7409.96695681,493.997797121,54,0.522445422,6.0,1241
15,172,"[""13301"",""13303"",""13305"",""13306"",""13308"",""13310"",""13312"",""13313"",""13323"",""13324muw"",""13325"",""13404"",""13407"",""13408"",""13414""]",1bd99b9b81f8d004026d42f6e918bf0d619555cf1e17318da72a8e1def774842,2026090415,,,,412,15,8081.61993482,538.774662321,54,0.486443132,3.0,1257
15,173,"[""13302"",""13303"",""13306"",""13307"",""13309"",""13310"",""13313"",""13314"",""13320"",""13321"",""13322"",""13324t"",""13407"",""13410"",""13411""]",9720f63ef52816e22c4da2227e92ce71873481a25144037add0ad30a209422a3,2026090415,,,,376,15,7273.35493717,484.890329145,54,0.488696356,3.0,1268
15,174,"[""13302"",""13305"",""13308"",""13310"",""13314"",""13315"",""13325"",""13401"",""13404"",""13405"",""13406"",""13407"",""13408"",""13409"",""13414""]",c9059f06f22f7a7dc0a27540a2cf672b2ff5db7136de22d5af82829a12383a39,2026090415,,,,337,15,8273.97794388,551.598529592,50,0.512383091,6.0,1278
15,175,"[""13301"",""13302"",""13304"",""13307"",""13310"",""13312"",""13315"",""13316m"",""13319"",""13323"",""13324muw"",""13325"",""13403"",""13407"",""13408""]",2741b7dd1436709fb8761353fb4e1ca3e40dac34c997bb097704f84711df3f18,2026090415,,,,398,14,7453.74394331,496.916262887,50,0.483013653,3.0,1260
15,176,"[""13302"",""13305"",""13307"",""13313"",""13314"",""13315"",""13317"",""13319"",""13320"",""13321"",""13322"",""13323"",""13324t"",""13325"",""13401""]",450d0468dddb796e08cebb60413f6aedfb60d6731a4b1a792ae6d7ec58e2d581,2026090415,,,,387,15,6576.4159448,438.427729653,50,0.451612765,2.5,1278
15,177,"[""13305"",""13307"",""13309"",""13310"",""13313"",""13315"",""13316uwt"",""13317"",""13322"",""13324t"",""13401"",""13405"",""13409"",""13410"",""13412""]",ff7b5d51d022ad75bbd6827cc3a0a7f004a3164425fde9095cba4be5456db7da,2026090415,,,,333,15,7248.75894545,483.250596363,37,0.364911205,4.0,1286
15,178,"[""13307"",""13308"",""13310"",""13311"",""13313"",""13316uwt"",""13318"",""13319"",""13320"",""13322"",""13402"",""13404"",""13407"",""13410"",""13413""]",47e18eb0d10862683f1fb1d47d836e6a6a669474171e40da01bbe8282314bc9a,2026090415,,,,325,14,7535.01393721,502.334262481,37,0.33565268,6.0,1283
15,179,"[""13302"",""13304"",""13305"",""13306"",""13311"",""13314"",""13315"",""13319"",""13323"",""13403"",""13405"",""13409"",""13410"",""13411"",""13412""]",f4c6d634025cfdf60d53de866aee55a1a9d7f6955896c74d2c65ca104bed0c87,2026090415,,,,331,15,7521.82194847,501.454796565,50,0.506112183,5.0,1266
15,180,"[""13302"",""13306"",""13309"",""13310"",""13311"",""13312"",""13314"",""13324muw"",""13326"",""13402"",""13404"",""13405"",""13406"",""13409"",""13412""]",88405df088147e744a91d8f7035ffead317a91e33731c9a0d66ea491a9bebbcd,2026090415,,,,333,15,7879.68393941,525.312262627,50,0.496504569,6.0,1275
15,181,"[""13301"",""13303"",""13304"",""13305"",""13310"",""13312"",""13313"",""13316uwt"",""13319"",""13320"",""13321"",""13324muw"",""13325"",""13401"",""13407""]",b2b62099fdee4c062b9dc04b1d8107b57cf8d2d354042de215d7a9ffa4b8b847,2026090415,,,,438,14,7785.56893567,519.037929045,54,0.409853918,3.0,1277
15,182,"[""13303"",""13308"",""13309"",""13311"",""13312"",""13313"",""13316m"",""13317"",""13325"",""13403"",""13404"",""13405"",""13407"",""13410"",""13413""]",a661eeea1866ca758f648f4b7b3400474f8a829b3b6a7f22c3b75976ec2c95a0,2026090415,,,,397,15,8735.2859316,582.35239544,54,0.496458152,4.0,1268
15,183,"[""13301"",""13302"",""13307"",""13314"",""13316uwt"",""13320"",""13322"",""13403"",""13404"",""13405"",""13406"",""13409"",""13410"",""13411"",""13414""]",9d5f9df0cecb2cca40e9b57f5f02dc12c58a0c562b8a63a7a7876403768db038,2026090415,,,,296,14,7802.91694886,520.194463257,50,0.508936752,7.0,1268
15,184,"[""13301"",""13309"",""13311"",""13313"",""13314"",""13316uwt"",""13317"",""13319"",""13321"",""13323"",""13325"",""13403"",""13406"",""13409"",""13414""]",f2964d4b931bdbc6f4d6ef71f679f9f4c211199caa24f2d064828939519483e2,2026090415,,,,339,14,7222.20694771,481.480463181,42,0.459211604,5.0,1259
15,185,"[""13301"",""13307"",""13308"",""13312"",""13313"",""13315"",""13316uwt"",""13319"",""13321"",""13322"",""13324muw"",""13401"",""13408"",""13409"",""13414""]",30ad03193cb7d2c4b490b6e9e7dc1258a9037c12ab37069df935f35f96c20dee,2026090415,,,,361,14,7301.20894723,486.747263149,46,0.423324531,3.0,1277
15,186,"[""13303"",""13305"",""13308"",""13316m"",""13317"",""13318"",""13320"",""13321"",""13324t"",""13325"",""13326"",""13402"",""13405"",""13410"",""13412""]",af00bb1740ee89d575e3baef6a89e66c8edff3e9267b712b72bae45857c9d6b9,2026090415,,,,387,14,7709.36794604,513.957863069,54,0.442653081,3.0,1283
15,187,"[""13301"",""13306"",""13309"",""13311"",""13313"",""13314"",""13315"",""13316uwt"",""13317"",""13318"",""13323"",""13324muw"",""13402"",""13408"",""13411""]",ac0fbc877884183d77a67960b104dfbf3d474edc0ef6d9b0bc23081c5ba9effe,2026090415,,,,344,15,6800.72395012,453.381596675,37,0.425889455,3.0,1253
15,188,"[""13301"",""13304"",""13309"",""13310"",""13313"",""13315"",""13318"",""13320"",""13321"",""13401"",""13404"",""13405"",""13408"",""13412"",""13414""]",cd50107872c1093778d6ac72a26c86dec9d3471a5a7eb54dbefa971547bc7384,2026090415,,,,338,15,7602.30394452,506.820262968,37,0.422528299,5.0,1275
15,189,"[""13302"",""13308"",""13310"",""13312"",""13313"",""13314"",""13316uwt"",""13317"",""13321"",""13322"",""13325"",""13326"",""13405"",""13406"",""13411""]",efeebd8bc7b60759fe915ea9cb8394ba3e034db58ff24a0090996a2efb207fbe,2026090415,,,,414,15,7843.41793621,522.894529081,50,0.42743387,3.0,1257
15,190,"[""13301"",""13303"",""13308"",""13316m"",""13320"",""13321"",""13322"",""13323"",""13324muw"",""13403"",""13406"",""13407"",""13410"",""13411"",""13412""]",91344980130600a238dc59ed51bd62c412af4694258763592105366e7c620628,2026090415,,,,322,15,7503.17895348,500.211930232,54,0.522311871,6.0,1268
15,191,"[""13304"",""13308"",""13310"",""13313"",""13315"",""13316m"",""13319"",""13321"",""13323"",""13325"",""13403"",""13404"",""13405"",""13406"",""13407""]",8a775e9783f00c20125d18a27d543053ecc257cd3803cd0b9f7380d1c49987ec,2026090415,,,,357,14,7784.62194311,518.974796207,42,0.412877933,4.0,1257
15,192,"[""13301"",""13303"",""13306"",""13308"",""13309"",""13311"",""13314"",""13321"",""13322"",""13324muw"",""13326"",""13401"",""13404"",""13411"",""13414""]",e484f8c8f599990a587210c0053bc284f0ee4f5f2bad78bade5b664f4cb0184b,2026090415,,,,344,15,7032.56195629,468.837463753,54,0.475395142,4.0,1252
15,193,"[""13304"",""13306"",""13311"",""13312"",""13314"",""13321"",""13323"",""13324t"",""13325"",""13401"",""13402"",""13403"",""13404"",""13407"",""13408""]",7e51831e3da0577a48f8d96ead531585dd0e8589643924e2c0bf46553534d244,2026090415,,,,321,14,7533.94994695,502.263329797,46,0.53027261,6.0,1275
15,194,"[""13301"",""13302"",""13303"",""13311"",""13316m"",""13320"",""13322"",""13324t"",""13325"",""13326"",""13405"",""13406"",""13411"",""13412"",""13414""]",9b9d3c546aeb91628f5192565c9e9649a309b2351623c47e5c4ed157d72dc822,2026090415,,,,368,14,7586.55894344,505.770596229,54,0.556872978,3.0,1260
15,195,"[""13304"",""13306"",""13312"",""13315"",""13316uwt"",""13318"",""13319"",""13320"",""13325"",""13326"",""13404"",""13405"",""13408"",""13411"",""13414""]",eb0c66737e77307897b7443d47326a269e7768fa4e08f41590a07b02fe480e88,2026090415,,,,371,15,7621.29094612,508.086063075,46,0.444000031,3.0,1254
15,196,"[""13301"",""13303"",""13307"",""13310"",""13311"",""13313"",""13314"",""13315"",""13320"",""13323"",""13324muw"",""13325"",""13408"",""13410"",""13411""]",57fc9020bb0921fcc871b843d5a3a8408b5521980b3570056ab22d0321882a67,2026090415,,,,350,15,6697.72594618,446.515063079,54,0.558057857,3.0,1268
15,197,"[""13301"",""13303"",""13306"",""13307"",""13309"",""13311"",""13316m"",""13321"",""13323"",""13324t"",""13325"",""13326"",""13409"",""13410"",""13414""]",62725f67ac221008e7abb621c345dcf7c71959047104dd9c865ee7da2e8a3bc6,2026090415,,,,349,14,6822.20995288,454.813996859,54,0.51587073,3.0,1268
15,198,"[""13302"",""13306"",""13309"",""13310"",""13314"",""13316m"",""13318"",""13321"",""13324t"",""13401"",""13403"",""13405"",""13409"",""13412"",""13413""]",5f9e9e7dd42e2ce05c518514e125c1da2c31974daf161c79767348b5364e655d,2026090415,,,,324,15,7568.62294391,504.574862927,50,0.445920901,6.0,1278
15,199,"[""13301"",""13303"",""13305"",""13313"",""13317"",""13319"",""13325"",""13326"",""13403"",""13404"",""13405"",""13407"",""13410"",""13411"",""13413""]",f3f2d8331f9d2e561de7f6f2b83102a1f5c7f196c467f663b6c3c34c7af4f396,2026090415,,,,389,15,8900.61793786,593.374529191,54,0.475918728,5.0,1268
15,200,"[""13304"",""13306"",""13309"",""13310"",""13312"",""13313"",""13314"",""13316m"",""13318"",""13320"",""13325"",""13404"",""13405"",""13407"",""13412""]",87b2268724563b7da2c50211d50f84c9e6965f0081e719dd97bbcb94058ceb11,2026090415,,,,388,14,7915.89493196,527.726328797,46,0.404696627,3.0,1252
15,201,"[""13303"",""13305"",""13311"",""13312"",""13315"",""13319"",""13323"",""13324muw"",""13404"",""13405"",""13408"",""13410"",""13412"",""13413"",""13414""]",436d9a23c855f41939c7dd72f656335398843431ef9bc9495478e5a7b6432fb4,2026090415,,,,325,15,7632.56794867,508.837863245,54,0.599092015,6.0,1268
15,202,"[""13305"",""13306"",""13309"",""13312"",""13323"",""13324muw"",""13325"",""13326"",""13402"",""13403"",""13405"",""13407"",""13412"",""13413"",""13414""]",1b01db1f48fecde2aa02ef5dc073f3354281cce4a4d6b852772f42ff2c26e388,2026090415,,,,319,15,7837.53594437,522.502396291,46,0.502193966,6.0,1272
15,203,"[""13301"",""13303"",""13304"",""13306"",""13310"",""13316uwt"",""13318"",""13320"",""13324muw"",""13326"",""13401"",""13403"",""13406"",""13410"",""13412""]",21d8b4d74a7b200c68fbab79430755b41023300c28e3dff1e974e3bfc579f0f1,2026090415,,,,359,15,7518.55294803,501.236863202,54,0.478460402,4.0,1286
15,204,"[""13304"",""13305"",""13309"",""13316uwt"",""13319"",""13321"",""13322"",""13324muw"",""13326"",""13403"",""13406"",""13408"",""13410"",""13413"",""13414""]",ad6197ed4bb5f14e1fb8636195e1bc1b3b1d15864eeb8bc4dd2a664dff0812fb,2026090415,,,,304,15,7063.72395616,470.914930411,37,0.350973123,7.0,1266
15,205,"[""13303"",""13304"",""13307"",""13308"",""13309"",""13314"",""13316m"",""13318"",""13319"",""13326"",""13402"",""13404"",""13407"",""13409"",""13413""]",36199e841ccaeda827e49c8694d6ecfc1a89f99400872e4f0b33b695a3efd177,2026090415,,,,362,14,7930.5339496,528.702263307,54,0.433763236,5.0,1274
15,206,"[""13304"",""13306"",""13308"",""13310"",""13311"",""13313"",""13319"",""13320"",""13323"",""13401"",""13402"",""13404"",""13411"",""13413"",""13414""]",d8044d30c1af28b3e90d3d428edc062fde65bd2d1a69535a5850573bb1b87ea4,2026090415,,,,311,15,7425.30094047,495.020062698,37,0.441861952,6.0,1277
15,207,"[""13304"",""13305"",""13307"",""13311"",""13313"",""13314"",""13315"",""13323"",""13325"",""13406"",""13407"",""13408"",""13409"",""13411"",""13413""]",62ad22b4e7836357a6feeb87f5de0b4b951e5d7243a94c57485dfd77e51b46f1,2026090415,,,,318,15,7394.47494586,492.964996391,42,0.49896059,5.0,1243
15,208,"[""13306"",""13312"",""13313"",""13314"",""13315"",""13316m"",""13317"",""13320"",""13324t"",""13401"",""13402"",""13405"",""13406"",""13411"",""13413""]",75ed535d88b62c730517c95b04e36e1995434852e713414ad64a4c02ae73cfbe,2026090415,,,,339,15,7665.77094303,511.051396202,46,0.462327627,5.0,1259
15,209,"[""13302"",""13305"",""13306"",""13307"",""13309"",""13310"",""13312"",""13313"",""13316m"",""13319"",""13320"",""13324t"",""13401"",""13407"",""13410""]",41b4495cc05bb3d5b222f232e3f5fab2839588f88ac46b0613cb7f2ea4c5a636,2026090415,,,,382,15,7371.33492982,491.422328655,50,0.434633816,3.0,1286
15,210,"[""13301"",""13304"",""13305"",""13306"",""13307"",""13313"",""13317"",""13321"",""13322"",""13326"",""13402"",""13405"",""13406"",""13407"",""13409""]",c5148276fa7db955753f4487048db387aa9f9b3655bf4071c706616ccc731bb8,2026090415,,,,369,14,7977.40594543,531.827063029,37,0.361095222,4.0,1272
15,211,"[""13301"",""13302"",""13306"",""13310"",""13311"",""13314"",""13316uwt"",""13318"",""13320"",""13322"",""13323"",""13324t"",""13325"",""13410"",""13411""]",11eac6d5e65d497617eb51dd817b4084c22268e53f290c3bcbd48bf4fceae30a,2026090415,,,,363,14,6706.31094427,447.087396285,50,0.474085394,3.0,1268
15,212,"[""13302"",""13303"",""13306"",""13309"",""13313"",""13315"",""13316uwt"",""13318"",""13319"",""13321"",""13324muw"",""13326"",""13407"",""13410"",""13411""]",b9d421f219a120de4622c2b29b9ca05e74b507c0d43def9b2b831f376d9f5d0e,2026090415,,,,411,15,7806.08593802,520.405729201,54,0.426825299,3.0,1268
15,213,"[""13302"",""13308"",""13310"",""13313"",""13314"",""13319"",""13320"",""13324t"",""13325"",""13402"",""13405"",""13406"",""13407"",""13408"",""13412""]",dbdedf160b4c07e38c0914b25a3fd0b062534afa2e8a7a63fe876de372dfba2b,2026090415,,,,348,14,8016.03893132,534.402595421,50,0.491505328,5.0,1275
15,214,"[""13303"",""13308"",""13310"",""13311"",""13312"",""13313"",""13315"",""13317"",""13318"",""13320"",""13323"",""13404"",""13406"",""13407"",""13412""]",a7a239b53caef6e0ab41eabb244831db7edf45f7c0c75379470d4449e937d7f5,2026090415,,,,394,15,7923.34993602,528.223329068,54,0.493744527,3.0,1241
15,215,"[""13304"",""13305"",""13306"",""13310"",""13311"",""13314"",""13315"",""13318"",""13319"",""13324muw"",""13326"",""13403"",""13404"",""13408"",""13409""]",1fed9d1384e54121cef2be732af381e50b704a01c021522249c6a43f76f103c9,2026090415,,,,339,14,6974.31795202,464.954530135,37,0.350201043,3.5,1257
15,216,"[""13304"",""13306"",""13310"",""13311"",""13314"",""13316uwt"",""13318"",""13319"",""13322"",""13323"",""13407"",""13408"",""13409"",""13412"",""13414""]",5a7aed485ae60c2fb38f85b638f7ef3eb62bbf55e1579f92446bc13f151e4343,2026090415,,,,308,15,6905.26695179,460.351130119,37,0.405467358,6.0,1245
15,217,"[""13302"",""13303"",""13304"",""13308"",""13310"",""13316m"",""13324muw"",""13402"",""13403"",""13404"",""13406"",""13408"",""13411"",""13412"",""13414""]",df8988b7c7639a7cf476aefd75f984602375d50e63c59e34b934b7f229488fcf,2026090415,,,,350,14,8463.39894116,564.226596077,54,0.567414473,7.0,1275
15,218,"[""13302"",""13303"",""13305"",""13308"",""13310"",""13313"",""13320"",""13321"",""13322"",""13323"",""13403"",""13404"",""13412"",""13413"",""13414""]",e41b00aaacbe979aaf5b0cfe103f1d89c8d2f3810321a01e7a44cbfdc9b7b108,2026090415,,,,371,15,7828.57993772,521.905329181,54,0.532807128,4.0,1260
